,STATIONS_ID,Datum,Monat,Jahr,Jahreszeit,MO_TROPENNAECHTE,MO_FROSTTAGE,MO_SOMMERTAGE,MO_HEISSE_TAGE,MO_EISTAGE,MO_TROPENNAECHTE_Monat_mean,MO_FROSTTAGE_Monat_mean,MO_SOMMERTAGE_Monat_mean,MO_HEISSE_TAGE_Monat_mean,MO_EISTAGE_Monat_mean,MO_TROPENNAECHTE_Jahr_sum,MO_FROSTTAGE_Jahr_sum,MO_SOMMERTAGE_Jahr_sum,MO_HEISSE_TAGE_Jahr_sum,MO_EISTAGE_Jahr_sum,MO_TROPENNAECHTE_Jahreszeit_sum,MO_FROSTTAGE_Jahreszeit_sum,MO_SOMMERTAGE_Jahreszeit_sum,MO_HEISSE_TAGE_Jahreszeit_sum,MO_EISTAGE_Jahreszeit_sum,MO_TROPENNAECHTE_Jahreszeit_Jahr_mean,MO_FROSTTAGE_Jahreszeit_Jahr_mean,MO_SOMMERTAGE_Jahreszeit_Jahr_mean,MO_HEISSE_TAGE_Jahreszeit_Jahr_mean,MO_EISTAGE_Jahreszeit_Jahr_mean,Trendlinie_MO_TROPENNAECHTE_MONAT,Trendlinie_MO_FROSTTAGE_MONAT,Trendlinie_MO_SOMMERTAGE_MONAT,Trendlinie_MO_HEISSE_TAGE_MONAT,Trendlinie_MO_EISTAGE_MONAT,Trendlinie_MO_TROPENNAECHTE_Jahr,Trendlinie_MO_FROSTTAGE_Jahr,Trendlinie_MO_SOMMERTAGE_Jahr,Trendlinie_MO_HEISSE_TAGE_Jahr,Trendlinie_MO_EISTAGE_Jahr
0,15963,1954-01-01,1,1954,Winter,0.0,19.0,0.0,0.0,12.0,0.0,13.659574468085106,0.0,0.0,3.893617021276596,0.0,57.0,18.0,1.0,17.0,0.0,1750.0,0.0,0.0,390.0,0.0,42.0,0.0,0.0,17.0,0.0053506673920006645,5.512538155490606,1.7957682141726985,0.26230615184845407,1.0738882885069225,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
1,15963,1954-02-01,2,1954,Winter,0.0,18.0,0.0,0.0,5.0,0.0,12.23404255319149,0.0,0.0,2.1702127659574466,0.0,57.0,18.0,1.0,17.0,0.0,1750.0,0.0,0.0,390.0,0.0,42.0,0.0,0.0,17.0,0.0054549267627213745,5.5097338939904965,1.7987028385490123,0.26316266453320736,1.07290127632869,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
2,15963,1954-03-01,3,1954,Fruehling,0.0,4.0,0.0,0.0,0.0,0.0,7.48936170212766,0.0425531914893617,0.0,0.0851063829787234,0.0,57.0,18.0,1.0,17.0,0.0,494.0,175.0,8.0,4.0,0.0,10.0,7.0,0.0,0.0,0.005549096516920721,5.5072010126355595,1.801353467017941,0.26393628889362974,1.0720097814580287,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
3,15963,1954-04-01,4,1954,Fruehling,0.0,6.0,0.0,0.0,0.0,0.0,2.7872340425531914,0.425531914893617,0.02127659574468085,0.0,0.0,57.0,18.0,1.0,17.0,0.0,494.0,175.0,8.0,4.0,0.0,10.0,7.0,0.0,0.0,0.005653355887641428,5.50439675113545,1.804288091394255,0.26479280157838303,1.0710227692797962,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
4,15963,1954-05-01,5,1954,Fruehling,0.0,0.0,7.0,0.0,0.0,0.0,0.23404255319148937,3.25531914893617,0.14893617021276595,0.0,0.0,57.0,18.0,1.0,17.0,0.0,494.0,175.0,8.0,4.0,0.0,10.0,7.0,0.0,0.0,0.005754252052855017,5.5016829496837305,1.807128050468107,0.2656216848216927,1.0700675962040875,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
5,15963,1954-06-01,6,1954,Sommer,0.0,0.0,2.0,0.0,0.0,0.06382978723404255,0.0,6.617021276595745,1.1063829787234043,0.0,0.0,57.0,18.0,1.0,17.0,26.0,0.0,1211.0,281.0,0.0,0.0,0.0,9.0,1.0,0.0,0.005858511423575723,5.498878688183621,1.810062674844421,0.266478197506446,1.0690805840258553,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
6,15963,1954-07-01,7,1954,Sommer,0.0,0.0,0.0,0.0,0.0,0.2553191489361702,0.0,9.51063829787234,2.617021276595745,0.0,0.0,57.0,18.0,1.0,17.0,26.0,0.0,1211.0,281.0,0.0,0.0,0.0,9.0,1.0,0.0,0.005959407588789312,5.496164886731902,1.8129026339182732,0.26730708074975573,1.0681254109501466,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
7,15963,1954-08-01,8,1954,Sommer,0.0,0.0,7.0,1.0,0.0,0.23404255319148937,0.0,9.638297872340425,2.25531914893617,0.0,0.0,57.0,18.0,1.0,17.0,26.0,0.0,1211.0,281.0,0.0,0.0,0.0,9.0,1.0,0.0,0.006063666959510019,5.493360625231793,1.815837258294587,0.268163593434509,1.067138398771914,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
8,15963,1954-09-01,9,1954,Herbst,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.74468085106383,0.23404255319148937,0.0,0.0,57.0,18.0,1.0,17.0,0.0,284.0,133.0,11.0,14.0,0.0,5.0,2.0,0.0,0.0,0.006167926330230725,5.490556363731683,1.818771882670901,0.2690201061192623,1.0661513865936818,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
9,15963,1954-10-01,10,1954,Herbst,0.0,0.0,0.0,0.0,0.0,0.0,0.6382978723404256,0.0851063829787234,0.0,0.0,0.0,57.0,18.0,1.0,17.0,0.0,284.0,133.0,11.0,14.0,0.0,5.0,2.0,0.0,0.0,0.006268822495444314,5.487842562279964,1.821611841744753,0.26984898936257196,1.065196213517973,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
10,15963,1954-11-01,11,1954,Herbst,0.0,5.0,0.0,0.0,0.0,0.0,5.404255319148936,0.0,0.0,0.2978723404255319,0.0,57.0,18.0,1.0,17.0,0.0,284.0,133.0,11.0,14.0,0.0,5.0,2.0,0.0,0.0,0.006373081866165021,5.485038300779854,1.8245464661210669,0.27070550204732535,1.0642092013397406,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
11,15963,1954-12-01,12,1954,Winter,0.0,5.0,0.0,0.0,0.0,0.0,11.58695652173913,0.0,0.0,2.282608695652174,0.0,57.0,18.0,1.0,17.0,0.0,1750.0,0.0,0.0,390.0,0.0,42.0,0.0,0.0,17.0,0.00647397803137861,5.482324499328135,1.8273864251949192,0.271534385290635,1.063254028264032,0.07730784911691302,65.57089189321414,22.028508618861906,3.273454557315034,12.716242600172848
12,15963,1956-01-01,1,1956,Winter,0.0,18.0,0.0,0.0,2.0,0.0,13.659574468085106,0.0,0.0,3.893617021276596,0.0,85.0,19.0,1.0,26.0,0.0,1750.0,0.0,0.0,390.0,0.0,56.0,0.0,0.0,26.0,0.007805807412197968,5.446502320165444,1.864873884969768,0.2824756441023225,1.0506457436646766,0.10622286730050945,64.79097571715135,22.831553678305227,3.5093579477812966,12.442142892088896
13,15963,1956-02-01,2,1956,Winter,0.0,28.0,0.0,0.0,22.0,0.0,12.23404255319149,0.0,0.0,2.1702127659574466,0.0,85.0,19.0,1.0,26.0,0.0,1750.0,0.0,0.0,390.0,0.0,56.0,0.0,0.0,26.0,0.007910066782918675,5.443698058665334,1.8678085093460817,0.28333215678707585,1.0496587314864443,0.10622286730050945,64.79097571715135,22.831553678305227,3.5093579477812966,12.442142892088896
14,15963,1956-03-01,3,1956,Fruehling,0.0,11.0,0.0,0.0,0.0,0.0,7.48936170212766,0.0425531914893617,0.0,0.0851063829787234,0.0,85.0,19.0,1.0,26.0,0.0,494.0,175.0,8.0,4.0,0.0,19.0,5.0,0.0,0.0,0.008007599742625143,5.441074717262006,1.8705538031174722,0.2841334105889418,1.0487353975132592,0.10622286730050945,64.79097571715135,22.831553678305227,3.5093579477812966,12.442142892088896
15,15963,1956-04-01,4,1956,Fruehling,0.0,7.0,0.0,0.0,0.0,0.0,2.7872340425531914,0.425531914893617,0.02127659574468085,0.0,0.0,85.0,19.0,1.0,26.0,0.0,494.0,175.0,8.0,4.0,0.0,19.0,5.0,0.0,0.0,0.008111859113345853,5.438270455761897,1.873488427493786,0.2849899232736952,1.0477483853350267,0.10622286730050945,64.79097571715135,22.831553678305227,3.5093579477812966,12.442142892088896
16,15963,1956-05-01,5,1956,Fruehling,0.0,1.0,5.0,0.0,0.0,0.0,0.23404255319148937,3.25531914893617,0.14893617021276595,0.0,0.0,85.0,19.0,1.0,26.0,0.0,494.0,175.0,8.0,4.0,0.0,19.0,5.0,0.0,0.0,0.008212755278559438,5.435556654310178,1.8763283865676383,0.28581880651700486,1.046793212259318,0.10622286730050945,64.79097571715135,22.831553678305227,3.5093579477812966,12.442142892088896
17,15963,1956-06-01,6,1956,Sommer,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,6.617021276595745,1.1063829787234043,0.0,0.0,85.0,19.0,1.0,26.0,26.0,0.0,1211.0,281.0,0.0,0.0,0.0,9.0,1.0,0.0,0.008317014649280145,5.432752392810068,1.879263010943952,0.28667531920175815,1.0458062000810857,0.10622286730050945,64.79097571715135,22.831553678305227,3.5093579477812966,12.442142892088896
18,15963,1956-07-01,7,1956,Sommer,0.0,0.0,7.0,1.0,0.0,0.2553191489361702,0.0,9.51063829787234,2.617021276595745,0.0,0.0,85.0,19.0,1.0,26.0,26.0,0.0,1211.0,281.0,0.0,0.0,0.0,9.0,1.0,0.0,0.008417910814493734,5.430038591358349,1.8821029700178042,0.2875042024450678,1.044851027005377,0.10622286730050945,64.79097571715135,22.831553678305227,3.5093579477812966,12.442142892088896
